ROI_FAMILY_ID
79476974
79540779
79733218
79836425
79987970
80132970
80427172
80637978
80693179
81251944
81279374
81889172
82346974
82353574
82399171
83549576
83772186
83783977
84036797
84075902
84153170
84199579
84284371
84305697
84308378
84729995
84734979
84757574
85196798
85669976
86114576
86226370
86355567
86543576
86559788
86743978
86808177
87357778
87358370
87361572
87513776
87550372
87606380
87767208
87798575
87798773
87813374
88230974
88576764
88776208
88879176
88941174
89406789
89533376
89546865
37620051
37714136
37725009
37753118
37826997
37834223
37837143
37896123
37911195
37968674
38008900
38163119
89805972
89813372
90010794
90039876
90235227
90275892
90318866
90363839
90368465
90603184
90704537
90882192
90936378
90971037
91085373
100649467
100656515
100660690
100660979
100661112
100661571
100662688
100664585
38208542
38222618
100669018
1797604
1799436
1803816
100676990
38304986
38321253
100695015
100716488
1862036
1863794
1879949
38349825
38353785
38355731
38357943
38379467
38445581
1925429
38448429
38448494
100733455
1956168
100744355
100763742
100763988
100769507
100773390
100774320
100776775
100781423
2226389
2227494
100784206
100786244
100787713
100787783
100788098
38465803
38491759
100789651
100790002
100790250
100790387
100791977
100792804
9605536
38499547
100793568
100793623
100793703
100793774
100793797
100793936
100794289
100794753
100794790
100794795
100796307
100796682
2357960
5270921
100797388
100797723
5309067
2397198
9701574
55942601
56056484
2422194
38597688
9738824
38635058
100805456
100805747
2466480
2493492
100807528
5379243
5385364
100809242
100809521
38690921
100810018
2518801
2539930
100813357
100814384
100814609
2587954
9804600
2604783
100817059
100817128
5864251
5866488
100818392
56398878
56467582
100819320
56562002
56603970
5888565
9821331
2631828
56726789
56821978
56971575
100822093
100824933
57649972
5980198
2733202
100827016
5527601
57845976
6026256
100831281
58447012
5573985
100835903
10005577
5616552
100960599
74708587
74797986
74888579
59218800
5649553
5654157
10056091
74972977
100962224
100962639
10076008
6185730
10095677
100963396
100963494
10110336
100965795
6211015
75196147
59835975
59882175
10129187
75296665
75425991
75462580
60280971
5720214
75634782
75682971
75945170
75965582
75967778
60551173
60612983
60659752
60823572
61112876
61113072
6356711
6384812
5771951
49567571
77202778
6414502
5794334
5803929
61563771
61582581
61585378
77517373
61620175
61623153
77650794
50058973
77735587
77771384
77877058
50303775
61662763
6486278
78065976
61768164
10355030
10367258
78395811
78432374
6569115
6574719
78537370
50638576
78564986
78684578
6610893
78757572
61853305
50978790
6647804
62046370
79021374
51112332
51125177
6666804
62226972
79160990
62449376
6675219
6677066
51438588
10536928
63367783
63389787
63402192
52071578
6820195
63884878
10618056
63952956
64115975
64118193
64164387
101361950
101366707
68790096
68882919
69017770
52742772
52797651
52856770
69629970
69633790
69667574
69668176
69699973
69944395
53035424
53123378
10800449
10800712
70382437
71038780
71120570
71152573
71153084
71296602
71322184
4689469
53738183
71596779
71846778
71881973
71910376
71981773
72026784
72042575
72105216
72227572
4773016
20900668
72511371
72513179
72513377
72693179
72775778
72779176
72838972
72861370
72915978
72919178
54402771
54557970
73018376
54681374
73219974
73529570
4904637
73906372
55312375
55339170
4984415
55595383
6510
7476
33084
36913
40832
5046123
5069562
5080726
92106
127209
158915
21354790
194456
195040
212894
232553
257105
15426778
38879862
39019856
332692
333351
39110333
39303904
39458716
39501929
335752
336743
363721
39533641
57181596
39541602
39546981
402016
415109
479600
485169
495267
39616198
21629001
514273
514778
25419664
21651302
530832
542803
553776
567388
567503
573162
574202
584441
585018
615757
618967
636233
25520784
39746003
644526
674614
701870
710004
721837
39791587
724427
100983940
39821640
100989458
817585
854448
101293278
39902325
39921861
101008162
101016340
101294932
101295256
101295546
101295671
101296270
101299312
101299938
101299943
101301334
39973722
101036229
101044094
101045597
8132102
101049712
101052280
101054328
25860123
25864331
101058136
101061321
101061335
101061363
101071019
101071160
40026759
101071752
101071759
40058158
25894114
101073595
101074007
101074420
101075688
101076195
101076709
8236903
40073611
101078683
101079689
101080314
25983297
40137549
101083918
101086700
26011684
26011700
40223802
101325759
101091382
101094793
40282352
90595992
101097597
101332365
40304495
101337470
101113332
101113724
40348369
40357790
40366304
8557217
40405854
40481392
40489742
101141455
101150618
91315036
91329573
71333926
71337570
91438192
91443671
29520871
91508804
91531640
91556332
72927775
38530986
91561852
91646596
91653097
38606620
74139387
91716100
29830114
91734608
91738872
9003609
9017096
91973974
29928082
91990663
92017482
92029834
92030600
92039171
92047679
92095470
9097734
30063788
30138325
92181429
30174064
92207653
92210848
9168352
30191290
9195207
30269799
92259696
101165797
101167771
101167786
101167870
92296375
92311257
101175127
101177031
101177079
101177090
30294086
101179182
92321207
92329606
489518
92347905
101182225
101183573
101183609
101184553
101184555
92637693
30365019
101187439
101188558
30392104
92643881
92388438
92654151
92658814
101235726
101235992
92403492
20019642
101253382
101253394
101253399
101255070
101257375
101257388
101264543
101271053
92450824
92723857
92732304
92739325
92503150
92748029
92751403
101288406
101288468
101289650
92517812
92522440
92553858
92775238
92780121
92781236
20110839
20117271
92803899
92816115
92829050
92860121
92860139
92860147
20260394
92909886
92917871
20268983
92970243
93036507
93372886
93432938
93438190
93442648
94771789
20423489
93466407
20425435
94875846
93525434
20471215
94930773
93540557
93546638
93597433
93600971
93608040
93618122
93622033
20537304
93635779
93653244
95110466
23677438
93672061
93676559
20559191
93698033
93719169
93727519
93733996
20626297
20646170
93760502
93763191
95316113
95328068
93769891
93800514
93801215
93804979
93809770
93811131
93813004
93820132
93821452
95395240
95475034
93946234
93958239
95514931
95515680
95526893
95539557
95550786
95561056
95632014
95642260
94005261
94027570
95674461
95679379
95684585
95698247
94064300
94066164
95719902
95720124
95736096
95736674
24023079
95737581
24047920
24050767
95748943
95751285
95751368
95752036
95762837
95763033
95768438
94278819
95774428
95778809
94313152
95830436
95838298
95847638
95856605
95868618
95905238
94347283
94372638
94379831
94381423
94394335
95925285
94407665
94412632
94413101
94423266
94424330
96011226
94445525
96022975
94450236
94491180
94491461
94543436
96069257
96088836
96090691
96097316
96112974
94577970
94598497
96140355
96173232
96197686
96212303
96258439
24431413
96268511
24457517
24496879
24530461
96364146
96424445
24642746
96444740
96445416
96457635
96475835
96501036
17721176
17735754
96561972
96562947
17757337
17786252
96603873
96704754
96752043
96792965
18253120
18303776
18340190
18470773
18540435
18636357
6539522
18710517
18724146
18730705
19655257
19906205
30481048
30516678
30550867
30698617
30698641
30710305
30904445
30910863
30919260
30943583
25472275
64348725
64367592
64371578
100356721
100356948
64418619
64525397
64627805
64671811
64755382
100360659
100362959
64809973
100365193
100365228
100370024
100371765
100372532
65482770
100381680
100381738
100381740
65628984
65946782
66175910
66211681
66412644
100405628
100435287
100437772
100438941
66606930
100440413
100441436
100441442
100443638
67245787
100444452
100447417
100451077
67743955
67760025
100455956
67941377
68211127
68307768
100516728
100460846
100460927
100536246
100541597
100463554
68408293
68672583
100545134
74250226
74294794
74302787
74369042
74431040
74564832
74626177
74658972
100548814
100549990
100552357
100553531
100555185
100555786
100561915
100562124
100563471
100565086
100568541
100569499
100571770
48439772
100572019
100573487
100573845
100578391
100580221
100580618
100580634
100581769
100588039
100589613
100591329
100591563
100591954
100600842
26803767
100601365
100604159
100605147
100606013
26811224
26834168
26845255
100633323
26936765
100639936
26983619
100640512
100640554
100642254
100645078
100646205
100646800
100647819
91473231
91535799
27197946
27247857
27283589
96927702
96972161
7067416
97000681
97004741
97008429
97011035
97013627
27396316
97033658
100227961
100229337
100229966
100230247
97105639
7137730
97125660
97125678
97125686
97125702
97133847
97143556
97149637
97162234
97166714
100237449
100291172
7185366
100292990
100294022
100294028
100294030
7201544
7225212
100299031
33940453
27566447
100306857
97228852
100307387
100308418
100308432
100309608
100310793
97233845
97236830
97261838
97269336
100311789
100314125
100316173
35007139
100319784
35008712
97323117
97323273
35009755
97347769
100322435
97382253
100323912
97390231
100328263
100328369
97407589
97411383
100329242
100329682
100329938
100330060
100330972
100331373
28455400
100332086
100332110
100332181
100332725
100332729
100332793
100333229
100333275
97460596
100334417
100334458
97462873
97462931
97472526
97472559
35016646
35016866
100334822
97490502
97502645
100334940
100335219
35018073
100335432
100336059
100336354
97538342
97546527
27922715
27927185
97571913
35020427
100342926
97575435
97576045
97576052
35065044
27973601
27985480
27991744
28012086
97585467
97585475
97588438
97596407
97608269
97608863
97619589
97622633
100345333
100345665
100352097
28570273
35112861
97634430
35129659
97682306
28064749
97700504
97718423
35260769
35271246
9330127
28717544
28718815
35314095
28880391
97872766
1885409
28962587
35496348
9504788
29025590
29038270
29046786
35550029
29070505
35597236
35661040
35712793
11421369
11450905
33278433
33310160
33324013
11564150
13656996
33675778
33767955
33903972
98342959
18919530
98485865
16169492
16187833
98709223
19024868
98767874
2837789
2872323
98869597
16438079
35891415
2914752
2955136
14417133
19199926
19200187
98914286
14431506
2988970
2995199
19220789
98954795
19226224
19230291
99477838
99487068
